date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:01:43	99704/99704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e8b2d92-18578%22	https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400d41d.eot	(from https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=3.9.2.1)
17:01:43	420283/420283	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e8b2d92-669bb%22	https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.svg	(from https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=3.9.2.1)
17:01:43	64392/64392	---M--	200	added ('OK')	application/font-woff	etag:%225e8b2d92-fb88%22	https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.woff	(from https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=3.9.2.1)
17:01:44	99468/99468	---M--	200	added ('OK')	application/x-font-ttf	etag:%225e8b2d92-1848c%22	https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.ttf	(from https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=3.9.2.1)
17:01:44	404/404	---M--	200	added ('OK')	image/gif	etag:%22194-58bd3ad18d780%22	https://demo30.atiframe.com/wp-content/themes/atiframe-builder/images/ajax-loader2.gif	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/themes/atiframe-builder/images/ajax-loader2.gif	(from https://demo30.atiframe.com/wp-content/themes/atiframe-builder/style.css?ver=5.3.2)
17:01:44	1517/1517	---M--	200	added ('OK')	image/gif	etag:%225d0cbdee-5ed%22	https://demo30.atiframe.com/wp-content/themes/atiframe-builder/images/ajax-loader.gif	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/themes/atiframe-builder/images/ajax-loader.gif	(from https://demo30.atiframe.com/wp-content/themes/atiframe-builder/style.css?ver=5.3.2)
17:01:44	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d0cbdee-68c%22	https://demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.eot	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.eot	(from https://demo30.atiframe.com/wp-content/themes/atiframe-builder/css/star.css?ver=5.3.2)
17:01:45	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d0cbdee-68c%22	https://demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.eot?	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/stard41d.eot	(from https://demo30.atiframe.com/wp-content/themes/atiframe-builder/css/star.css?ver=5.3.2)
17:01:45	511707/511707	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e8b2d92-7cedb%22	https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.svg	(from https://demo30.atiframe.com/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=3.9.2.1)
17:01:45	1304/1304	---M--	200	added ('OK')	application/font-woff	etag:%225d0cbdee-518%22	https://demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.woff	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.woff	(from https://demo30.atiframe.com/wp-content/themes/atiframe-builder/css/star.css?ver=5.3.2)
17:01:45	1512/1512	---M--	200	added ('OK')	application/x-font-ttf	etag:%225d0cbdee-5e8%22	https://demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.ttf	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.ttf	(from https://demo30.atiframe.com/wp-content/themes/atiframe-builder/css/star.css?ver=5.3.2)
17:01:45	1409/1409	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d0cbdee-581%22	https://demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.svg	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/themes/atiframe-builder/fonts/star.svg	(from https://demo30.atiframe.com/wp-content/themes/atiframe-builder/css/star.css?ver=5.3.2)
17:01:46	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d0cbe14-11f6%22	https://demo30.atiframe.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://demo30.atiframe.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131)
17:01:46	12069/12069	---M--	200	added ('OK')	image/gif	etag:%225e74a8e4-2f25%22	https://demo30.atiframe.com/wp-content/plugins/caldera-forms/assets/build/images/loading.gif	C:/My%20Web%20Sites/final%20dynamo/demo30.atiframe.com/wp-content/plugins/caldera-forms/assets/build/images/loading.gif	(from https://demo30.atiframe.com/wp-content/plugins/caldera-forms/assets/build/css/caldera-forms-front.min.css?ver=1.8.11)
